threads,1,n,512,m,1536,nb,16,base,1.874966,
threads,1,n,512,m,1536,nb,16,basebl,1.365890,
threads,1,n,512,m,1536,nb,16,sch_rec,0.257703,sch_run,1.490574,
threads,1,n,512,m,1536,nb,16,sch_rec,0.260974,sch_run,1.496234,
threads,1,n,512,m,1536,nb,16,sch_rec,0.262257,sch_run,1.491032,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261339,sch_run,1.498340,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261080,sch_run,1.498376,
threads,1,n,512,m,1536,nb,16,sch_rec,0.260886,sch_run,1.498991,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261413,sch_run,1.498273,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261663,sch_run,1.498807,
threads,1,n,512,m,1536,nb,16,sch_rec,0.260809,sch_run,1.498541,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261687,sch_run,1.498630,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261595,sch_run,1.498340,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261928,sch_run,1.498647,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261107,sch_run,1.498527,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261879,sch_run,1.498458,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261270,sch_run,1.498674,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261432,sch_run,1.498888,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261991,sch_run,1.498248,
threads,1,n,512,m,1536,nb,16,sch_rec,0.262041,sch_run,1.498820,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261766,sch_run,1.498526,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261413,sch_run,1.498376,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261666,sch_run,1.498223,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261172,sch_run,1.498639,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261586,sch_run,1.498316,
threads,1,n,512,m,1536,nb,16,sch_rec,0.262073,sch_run,1.498059,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261427,sch_run,1.498239,
threads,1,n,512,m,1536,nb,16,sch_rec,0.262307,sch_run,1.498721,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261996,sch_run,1.498341,
threads,1,n,512,m,1536,nb,16,sch_rec,0.261619,sch_run,1.498857,
